fiscal_year,state,district_as_per_source,district_as_per_lgd,district_lgd_code,crop,season,area,production,crop_yield,unit,note
2022-23,Maharashtra,Bhandara,Bhandara,471,Rice,Summer,62760.31,161538.76,2.57,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Bhandara,Bhandara,471,Other Rabi pulses,Rabi,25362.15,9130.37,0.36,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Bhandara,Bhandara,471,Gram,Rabi,19984.2,15789.92,0.79,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Bhandara,Bhandara,471,Arhar(Tur),Kharif,11041.0,4710.0,0.43,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Bhandara,Bhandara,471,Wheat,Rabi,10685.2,14478.45,1.36,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Bhandara,Bhandara,471,Sugarcane,Whole Year,3918.0,121458.0,31.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Bhandara,Bhandara,471,other oilseeds,Rabi,3737.4,1121.22,0.3,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Bhandara,Bhandara,471,Linseed,Rabi,901.52,337.98,0.37,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Bhandara,Bhandara,471,Maize,Rabi,557.2,1101.55,1.98,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Bhandara,Bhandara,471,Maize,Summer,500.5,485.24,0.97,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Bhandara,Bhandara,471,Cotton(lint),Kharif,439.06,1176.51,2.68,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Bhandara,Bhandara,471,Soyabean,Kharif,346.0,344.0,0.99,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Bhandara,Bhandara,471,Moong(Green Gram),Kharif,181.63,68.75,0.38,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Bhandara,Bhandara,471,Sesamum,Kharif,177.5,39.51,0.22,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Bhandara,Bhandara,471,Moong(Green Gram),Summer,153.8,28.33,0.18,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Bhandara,Bhandara,471,Safflower,Rabi,133.0,116.5,0.88,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Bhandara,Bhandara,471,Urad,Kharif,33.36,15.38,0.46,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Bhandara,Bhandara,471,Other Summer Pulses,Summer,32.0,8.53,0.27,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Bhandara,Bhandara,471,other oilseeds,Summer,32.0,6.4,0.2,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Bhandara,Bhandara,471,Soyabean,Summer,18.4,11.04,0.6,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Bhandara,Bhandara,471,Groundnut,Summer,11.0,17.0,1.55,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Bhandara,Bhandara,471,Sesamum,Summer,10.0,2.0,0.2,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Buldhana,Buldhana,472,Soyabean,Kharif,444649.0,791652.0,1.78,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Buldhana,Buldhana,472,Cotton(lint),Kharif,212220.31,542517.73,2.56,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Buldhana,Buldhana,472,Gram,Rabi,208150.63,206710.23,0.99,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Buldhana,Buldhana,472,Arhar(Tur),Kharif,78974.0,68944.0,0.87,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Buldhana,Buldhana,472,Wheat,Rabi,70773.35,133188.37,1.88,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Buldhana,Buldhana,472,Maize,Kharif,40254.0,120287.0,2.99,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Buldhana,Buldhana,472,Urad,Kharif,17878.51,11780.15,0.66,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Buldhana,Buldhana,472,Maize,Rabi,16140.27,31908.39,1.98,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Buldhana,Buldhana,472,Moong(Green Gram),Kharif,14023.02,9523.03,0.68,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Buldhana,Buldhana,472,Jowar,Rabi,10166.2,14126.65,1.39,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Buldhana,Buldhana,472,Maize,Summer,5296.54,9534.62,1.8,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Buldhana,Buldhana,472,Groundnut,Summer,4251.0,6613.0,1.56,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Buldhana,Buldhana,472,Jowar,Kharif,3821.21,2661.86,0.7,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Buldhana,Buldhana,472,Jowar,Summer,1481.4,1231.67,0.83,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Buldhana,Buldhana,472,Soyabean,Summer,1305.8,783.48,0.6,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Buldhana,Buldhana,472,Sugarcane,Whole Year,1092.0,63237.72,57.91,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Buldhana,Buldhana,472,Moong(Green Gram),Summer,631.4,116.3,0.18,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Buldhana,Buldhana,472,other oilseeds,Rabi,620.5,255.98,0.41,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Buldhana,Buldhana,472,Groundnut,Kharif,603.66,952.58,1.58,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Buldhana,Buldhana,472,Sesamum,Kharif,595.14,132.48,0.22,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Buldhana,Buldhana,472,Safflower,Rabi,538.0,466.93,0.87,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Buldhana,Buldhana,472,Sunflower,Summer,348.0,298.0,0.86,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Buldhana,Buldhana,472,Bajra,Summer,155.0,141.05,0.91,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Buldhana,Buldhana,472,Sesamum,Summer,95.0,18.0,0.19,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Buldhana,Buldhana,472,Sunflower,Rabi,67.69,31.41,0.46,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Buldhana,Buldhana,472,Sesamum,Rabi,52.39,17.55,0.34,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Buldhana,Buldhana,472,Other Kharif pulses,Kharif,51.0,18.4,0.36,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Buldhana,Buldhana,472,other oilseeds,Kharif,44.0,22.0,0.5,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Buldhana,Buldhana,472,Other Cereals,Kharif,20.0,9.2,0.46,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Buldhana,Buldhana,472,Bajra,Kharif,16.0,6.0,0.38,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Buldhana,Buldhana,472,Other Rabi pulses,Rabi,11.0,6.29,0.57,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Buldhana,Buldhana,472,other oilseeds,Summer,10.0,1.77,0.18,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Buldhana,Buldhana,472,Urad,Summer,4.5,2.43,0.54,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Buldhana,Buldhana,472,Other Cereals,Rabi,3.0,2.15,0.72,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Chandrapur,Chandrapur,473,Cotton(lint),Kharif,152447.55,442486.06,2.9,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Chandrapur,Chandrapur,473,Rice,Kharif,149246.85,248433.75,1.66,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Chandrapur,Chandrapur,473,Soyabean,Kharif,87901.0,109454.0,1.25,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Chandrapur,Chandrapur,473,Gram,Rabi,62915.17,81380.14,1.29,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Chandrapur,Chandrapur,473,Arhar(Tur),Kharif,51520.0,91289.0,1.77,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Chandrapur,Chandrapur,473,Other Rabi pulses,Rabi,26754.7,12976.03,0.49,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Chandrapur,Chandrapur,473,Wheat,Rabi,19718.22,29963.81,1.52,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Chandrapur,Chandrapur,473,Rice,Summer,10311.84,22335.76,2.17,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Chandrapur,Chandrapur,473,Jowar,Rabi,5508.81,3469.5,0.63,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Chandrapur,Chandrapur,473,other oilseeds,Rabi,2954.0,738.5,0.25,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Chandrapur,Chandrapur,473,Other Kharif pulses,Kharif,1424.44,920.47,0.65,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Chandrapur,Chandrapur,473,Maize,Rabi,1291.87,2553.95,1.98,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Chandrapur,Chandrapur,473,Linseed,Rabi,1039.97,738.07,0.71,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Chandrapur,Chandrapur,473,Safflower,Rabi,911.5,798.42,0.88,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Chandrapur,Chandrapur,473,Other Cereals,Kharif,728.0,291.2,0.4,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Chandrapur,Chandrapur,473,Other Cereals,Rabi,579.0,231.76,0.4,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Chandrapur,Chandrapur,473,Jowar,Kharif,527.32,313.28,0.59,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Chandrapur,Chandrapur,473,Groundnut,Summer,294.0,557.0,1.89,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Chandrapur,Chandrapur,473,Soyabean,Summer,257.3,154.38,0.6,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Chandrapur,Chandrapur,473,Moong(Green Gram),Summer,253.8,46.75,0.18,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Chandrapur,Chandrapur,473,Sesamum,Kharif,146.88,32.7,0.22,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Chandrapur,Chandrapur,473,Other Cereals,Summer,128.2,24.17,0.19,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Chandrapur,Chandrapur,473,Jowar,Summer,54.5,46.33,0.85,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Chandrapur,Chandrapur,473,Sesamum,Rabi,42.0,14.07,0.34,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Chandrapur,Chandrapur,473,Maize,Summer,36.47,24.8,0.68,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Chandrapur,Chandrapur,473,Sugarcane,Whole Year,18.0,1080.0,60.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Chandrapur,Chandrapur,473,Moong(Green Gram),Kharif,16.5,6.25,0.38,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Chandrapur,Chandrapur,473,Sesamum,Summer,16.0,3.0,0.19,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Chandrapur,Chandrapur,473,other oilseeds,Kharif,11.5,4.49,0.39,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Chandrapur,Chandrapur,473,Other Summer Pulses,Summer,8.1,3.23,0.4,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Chandrapur,Chandrapur,473,Bajra,Summer,7.2,6.55,0.91,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Chandrapur,Chandrapur,473,Urad,Kharif,3.2,1.48,0.46,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Chandrapur,Chandrapur,473,other oilseeds,Summer,1.0,0.55,0.55,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Dhule,Dhule,474,Cotton(lint),Kharif,258513.52,545985.2,2.11,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Dhule,Dhule,474,Wheat,Rabi,58452.51,96294.67,1.65,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Dhule,Dhule,474,Maize,Kharif,54624.0,159759.0,2.92,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Dhule,Dhule,474,Bajra,Kharif,50093.0,55786.0,1.11,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Dhule,Dhule,474,Gram,Rabi,34017.88,24959.94,0.73,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Dhule,Dhule,474,Soyabean,Kharif,30114.0,44192.0,1.47,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Dhule,Dhule,474,Urad,Kharif,11949.0,5019.78,0.42,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Dhule,Dhule,474,Jowar,Rabi,10247.35,15660.0,1.53,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Dhule,Dhule,474,Groundnut,Kharif,9662.07,9495.88,0.98,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Dhule,Dhule,474,Moong(Green Gram),Kharif,9515.59,3919.47,0.41,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Dhule,Dhule,474,Maize,Rabi,9364.57,24522.06,2.62,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Dhule,Dhule,474,Jowar,Kharif,7495.29,8389.48,1.12,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Dhule,Dhule,474,Rice,Kharif,7275.66,12358.44,1.7,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Dhule,Dhule,474,Sugarcane,Whole Year,4381.0,394290.0,90.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Dhule,Dhule,474,Arhar(Tur),Kharif,3097.0,1992.0,0.64,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Dhule,Dhule,474,Groundnut,Summer,2789.0,2881.0,1.03,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Dhule,Dhule,474,Bajra,Summer,1876.0,1782.2,0.95,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Dhule,Dhule,474,Maize,Summer,1540.01,3388.02,2.2,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Dhule,Dhule,474,Other Rabi pulses,Rabi,1427.0,702.08,0.49,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Dhule,Dhule,474,Ragi,Kharif,1379.0,1472.0,1.07,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Dhule,Dhule,474,Other Cereals,Kharif,668.0,434.2,0.65,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Dhule,Dhule,474,Other Cereals,Rabi,366.0,347.7,0.95,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Dhule,Dhule,474,Other Kharif pulses,Kharif,355.0,89.0,0.25,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Dhule,Dhule,474,Sesamum,Kharif,309.37,80.56,0.26,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Dhule,Dhule,474,Other Cereals,Summer,200.0,205.02,1.03,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Dhule,Dhule,474,other oilseeds,Kharif,123.0,24.6,0.2,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Dhule,Dhule,474,Sunflower,Rabi,80.5,94.2,1.17,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Dhule,Dhule,474,Sunflower,Summer,71.0,61.0,0.86,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Dhule,Dhule,474,Moong(Green Gram),Summer,53.0,9.61,0.18,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Dhule,Dhule,474,Soyabean,Summer,43.0,64.5,1.5,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Dhule,Dhule,474,other oilseeds,Rabi,29.0,8.58,0.3,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Dhule,Dhule,474,Sesamum,Summer,20.0,4.0,0.2,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Gadchiroli,Gadchiroli,475,Rice,Kharif,178684.75,321665.03,1.8,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Gadchiroli,Gadchiroli,475,Other Rabi pulses,Rabi,14014.13,3503.53,0.25,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Gadchiroli,Gadchiroli,475,Rice,Summer,10724.8,24259.28,2.26,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Gadchiroli,Gadchiroli,475,Cotton(lint),Kharif,7106.81,16612.8,2.34,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Gadchiroli,Gadchiroli,475,Maize,Rabi,5528.63,10929.79,1.98,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Gadchiroli,Gadchiroli,475,Gram,Rabi,5481.63,2722.01,0.5,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
2022-23,Maharashtra,Gadchiroli,Gadchiroli,475,Arhar(Tur),Kharif,5224.0,5729.0,1.1,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",0.0
